Shipment_ID,Week,Warehouse_ID,Store_ID,Carrier,Product_Category,Promo_Flag,Region,Mode,WH_Lat,WH_Lon,Store_Lat,Store_Lon,Distance_km,Weight_kg,Delivery_Time_hrs,Fuel_Price_EUR_per_litre,Weekly_Sales_EUR,Promised_Time_hrs,LateBy_hours,On_Time_Flag,Notes,Temperature_C
SH00019,2024-04-07,B,S05,C2,Electronics,0,West,Road,50.1,8.7,49.86526280703252,8.971280021792982,364.2,11.53,16.4,1.68,64471.42,16.0,0.4,0,nan,
SH00020,2024-04-28,B,S01,C4,Frozen,0,South,Rail,50.1,8.7,49.64835707650561,10.930867849414408,507.0,9.17,17.3,1.75,22648.79,20.0,-2.7,1,,
SH00021,2024-01-28,B,S03,C4,Grocery,0,North,Rail,50.1,8.7,48.68292331263833,9.08293152152541,249.0,15.15,18.7,1.74,51894.26,16.0,2.7,0,,
SH00022,2024-05-05,D,S10,C1,Frozen,0,South,Road,52.5,13.4,48.94598796223939,10.293848149332355,500.0,11.57,8.8,1.69,-1.0,16.0,-7.2,1,,
SH00023,2024-02-25,A,S08,C1,Frozen,0,East,Road,49.4,11.0,48.537541083743484,10.718856235379514,306.6,14.34,9.4,1.74,33332.43,16.0,-6.6,1,nan,
SH00024,2024-01-28,B,S04,C3,Grocery,0,South,Air,50.1,8.7,50.889606407753696,9.083717364576454,501.0,17.08,8.0,1.77,49714.25,8.0,0.0,1,Partial delivery,
SH00025,2024-01-14,B,S07,C2,Electronics,0,West,Road,50.1,8.7,49.52098113578302,10.0433598776711,371.2,5.99,16.4,1.69,77116.29,16.0,0.4,0,Partial delivery,
SH00026,2024-02-11,B,S10,C1,Frozen,0,South,Road,50.1,8.7,48.94598796223939,10.293848149332355,473.6,16.4,16.3,1.73,39014.43,16.0,0.3,0,Driver delay,
SH00027,2024-03-10,C,S12,C3,Grocery,0,East,Air,48.8,9.2,49.43376410234396,10.287625906893272,239.7,18.92,8.0,1.7,51671.17,12.0,-4.0,1,Damaged carton,
SH00028,2024-01-28,C,S02,C2,Electronics,1,South,Road,48.8,9.2,49.723844269050346,11.761514928204013,406.5,7.08,12.5,1.73,102744.02,16.0,-3.5,1,Driver delay,
SH00029,2024-05-05,D,S07,C4,Frozen,0,West,Rail,52.5,13.4,49.52098113578302,10.0433598776711,429.6,16.22,20.4,1.66,26159.52,20.0,0.4,0,,
SH00030,2024-03-24,A,S05,C1,Electronics,0,West,Road,49.4,11.0,49.86526280703252,8.971280021792982,333.7,14.5,15.1,1.73,65889.04,16.0,-0.9,1,nan,
SH00031,2024-01-14,D,S05,C2,Grocery,0,West,Road,52.5,13.4,49.86526280703252,8.971280021792982,385.5,23.71,8.5,1.7,55778.76,16.0,-7.5,1,,
SH00032,2024-03-10,A,S06,C2,Electronics,0,South,Road,49.4,11.0,49.86829115359377,8.46713512321487,429.3,11.96,10.2,1.67,88528.35,16.0,-5.8,1,,
SH00033,2024-01-28,C,S09,C3,Grocery,0,North,Air,48.8,9.2,51.99358443983279,13.557123666297636,157.5,19.85,8.0,1.72,61786.84,8.0,0.0,1,Damaged carton,
SH00034,2024-04-07,C,S06,C2,Electronics,0,South,Road,48.8,9.2,49.86829115359377,8.46713512321487,444.5,,12.4,,85746.94,20.0,-7.6,1,Damaged carton,
SH00035,2024-04-21,C,S12,C3,Grocery,0,East,Air,48.8,9.2,49.43376410234396,10.287625906893272,287.8,22.12,11.6,1.77,47051.73,12.0,-0.4,1,Partial delivery,
SH00036,2024-04-14,D,S08,C1,Electronics,0,East,Road,52.5,13.4,48.537541083743484,10.718856235379514,405.1,5.72,14.1,1.7,86132.12,16.0,-1.9,1,,
SH00037,2024-02-25,B,S07,C4,Electronics,0,West,Rail,50.1,8.7,49.52098113578302,10.0433598776711,367.8,13.66,16.4,1.71,79036.39,16.0,0.4,0,,
SH00038,2024-04-07,B,S09,C2,Clothing,0,North,Road,50.1,8.7,51.99358443983279,13.557123666297636,244.2,6.85,10.2,1.68,45192.31,12.0,-1.8,1,Damaged carton,
SH00039,2024-02-25,C,S04,C1,Electronics,0,South,Road,48.8,9.2,50.889606407753696,9.083717364576454,347.3,15.96,14.3,1.74,96011.98,16.0,-1.7,1,Partial delivery,
SH00040,2024-04-21,B,S02,C3,Electronics,0,South,Air,50.1,8.7,49.723844269050346,11.761514928204013,502.9,12.35,8.0,1.75,77977.32,8.0,0.0,1,,
SH00041,2024-03-31,B,S07,C1,Clothing,0,West,Road,50.1,8.7,49.52098113578302,10.0433598776711,408.3,7.73,15.6,1.68,50543.86,16.0,-0.4,1,Partial delivery,
SH00042,2024-05-05,D,S06,C1,Grocery,0,South,Road,52.5,13.4,49.86829115359377,8.46713512321487,519.5,17.05,12.2,1.68,58912.6,16.0,-3.8,1,,
SH00043,2024-04-14,A,S01,C4,Electronics,0,South,Rail,49.4,11.0,49.64835707650561,10.930867849414408,458.9,12.1,17.3,1.72,80212.21,20.0,-2.7,1,,
SH00044,2024-03-31,C,S11,C2,Grocery,0,West,Road,48.8,9.2,50.132824384460775,10.887111849756732,274.6,19.91,10.1,1.68,55030.57,16.0,-5.9,1,,
SH00045,2024-03-03,C,S09,C3,Frozen,0,North,Air,48.8,9.2,51.99358443983279,13.557123666297636,146.0,13.41,8.0,1.76,31374.74,8.0,0.0,1,nan,
SH00046,2024-04-14,D,S09,C1,Grocery,0,North,Road,52.5,13.4,51.99358443983279,13.557123666297636,303.0,18.37,12.8,1.72,-1.0,12.0,0.8,0,Partial delivery,
SH00047,2024-03-31,D,S12,C3,Electronics,0,East,Air,52.5,13.4,49.43376410234396,10.287625906893272,395.3,13.59,8.0,1.68,102957.74,8.0,0.0,1,,
SH00048,2024-01-07,B,S02,C1,Clothing,0,South,Road,50.1,8.7,49.723844269050346,11.761514928204013,477.6,2.55,14.7,1.63,43105.63,16.0,-1.3,1,Partial delivery,
SH00049,2024-02-18,C,S03,C2,Electronics,0,North,Road,48.8,9.2,48.68292331263833,9.08293152152541,194.3,12.9,8.7,1.69,69908.38,12.0,-3.3,1,nan,
SH00050,2024-03-03,A,S05,C4,Grocery,0,West,Rail,49.4,11.0,49.86526280703252,8.971280021792982,354.1,20.08,20.1,1.79,-1.0,20.0,0.1,0,Damaged carton,
SH00051,2024-01-07,D,S05,C3,Electronics,0,West,Air,52.5,13.4,49.86526280703252,8.971280021792982,414.9,14.75,8.0,1.61,68154.84,8.0,0.0,1,nan,
SH00052,2024-03-24,A,S01,C2,Electronics,0,South,Road,49.4,11.0,49.64835707650561,10.930867849414408,444.5,7.14,10.1,1.73,85874.05,16.0,-5.9,1,,
SH00053,2024-02-25,A,S08,C2,Clothing,0,East,Road,49.4,11.0,48.537541083743484,10.718856235379514,286.3,8.02,9.8,1.7,37950.92,16.0,-6.2,1,nan,
SH00054,2024-03-17,C,S12,C4,Grocery,0,East,Rail,48.8,9.2,49.43376410234396,10.287625906893272,234.5,18.82,9.2,1.76,52499.7,16.0,-6.8,0,Damaged carton,
SH00055,2024-05-12,C,S08,C2,Electronics,1,East,Road,48.8,9.2,48.537541083743484,10.718856235379514,307.7,12.96,11.7,1.61,118607.78,16.0,-4.3,1,,
SH00056,2024-04-28,D,S04,C3,Electronics,0,South,Air,52.5,13.4,50.889606407753696,9.083717364576454,513.0,11.72,8.0,1.75,104344.56,8.0,0.0,1,Damaged carton,
SH00057,2024-02-25,C,S07,C3,Clothing,0,West,Air,48.8,9.2,49.52098113578302,10.0433598776711,295.0,3.04,8.0,1.75,38089.16,12.0,-4.0,1,nan,
SH00058,2024-01-21,C,S11,C1,Electronics,1,West,Road,48.8,9.2,50.132824384460775,10.887111849756732,274.1,11.16,16.0,1.72,82026.61,16.0,0.0,1,Driver delay,
SH00059,2024-01-21,C,S10,C1,Electronics,1,South,Road,48.8,9.2,48.94598796223939,10.293848149332355,340.9,18.02,13.5,1.75,131961.47,16.0,-2.5,1,Partial delivery,
SH00060,2024-01-07,A,S03,C3,Grocery,0,North,Air,49.4,11.0,48.68292331263833,9.08293152152541,221.0,20.45,8.0,1.61,39071.74,8.0,0.0,1,,
SH00061,2024-02-04,D,S06,C1,Grocery,0,South,Road,52.5,13.4,49.86829115359377,8.46713512321487,553.8,24.55,10.8,1.7,38776.78,20.0,-9.2,1,Damaged carton,
SH00062,2024-03-10,B,S10,C1,Grocery,0,South,Road,50.1,8.7,48.94598796223939,10.293848149332355,525.8,22.17,14.0,1.72,63248.38,20.0,-6.0,1,,
SH00063,2024-02-18,A,S10,C4,Grocery,0,South,Rail,49.4,11.0,48.94598796223939,10.293848149332355,445.5,23.45,15.5,1.69,57996.74,20.0,-4.5,1,,
SH00064,2024-03-03,C,S12,C3,Electronics,0,East,Air,48.8,9.2,49.43376410234396,10.287625906893272,260.3,11.24,10.2,1.76,85818.08,12.0,-1.8,1,Damaged carton,
SH00065,2024-02-18,A,S09,C3,Electronics,0,North,Air,49.4,11.0,51.99358443983279,13.557123666297636,184.8,12.09,8.0,1.71,79400.95,8.0,0.0,1,nan,
SH00066,2024-03-03,C,S01,C3,Grocery,0,South,Air,48.8,9.2,49.64835707650561,10.930867849414408,407.5,19.02,8.0,1.78,48205.97,12.0,-4.0,1,Partial delivery,
SH00067,2024-02-25,C,S05,C3,Frozen,1,West,Air,48.8,9.2,49.86526280703252,8.971280021792982,353.6,15.02,8.9,1.71,35192.67,12.0,-3.1,1,,
SH00068,2024-03-24,A,S04,C1,Grocery,0,South,Road,49.4,11.0,50.889606407753696,9.083717364576454,449.2,20.97,22.1,1.76,47877.18,16.0,6.1,0,Partial delivery,
SH00069,2024-01-14,D,S08,C2,Clothing,0,East,Road,52.5,13.4,48.537541083743484,10.718856235379514,391.3,,11.4,1.72,39715.51,16.0,-4.6,1,nan,
SH00070,2024-01-07,C,S11,C1,Electronics,0,West,Road,48.8,9.2,50.132824384460775,10.887111849756732,306.7,17.54,13.2,1.6,63506.6,16.0,-2.8,1,Driver delay,
SH00071,2024-04-21,D,S12,C2,Grocery,0,East,Road,52.5,13.4,49.43376410234396,10.287625906893272,419.6,14.29,16.4,1.77,43848.29,16.0,0.4,0,Partial delivery,
SH00072,2024-02-04,B,S01,C3,Grocery,0,South,Air,50.1,8.7,49.64835707650561,10.930867849414408,432.9,21.25,8.0,1.75,34160.61,8.0,0.0,1,nan,
SH00073,2024-01-21,C,S09,C2,Electronics,0,North,Road,48.8,9.2,51.99358443983279,13.557123666297636,133.4,15.51,11.5,1.7,80935.13,12.0,-0.5,1,Driver delay,
SH00074,2024-03-24,D,S06,C2,Grocery,0,South,Road,52.5,13.4,49.86829115359377,8.46713512321487,541.4,17.29,14.5,1.74,50585.76,20.0,-5.5,1,,
SH00075,2024-02-25,D,S04,C2,Frozen,0,South,Road,52.5,13.4,50.889606407753696,9.083717364576454,582.5,10.55,15.3,1.75,38003.32,20.0,-4.7,1,,
SH00076,2024-01-21,B,S12,C1,Electronics,0,East,Road,50.1,8.7,49.43376410234396,10.287625906893272,333.2,14.62,8.0,1.69,84506.66,16.0,-8.0,1,nan,
SH00077,2024-01-07,D,S09,C2,Frozen,1,North,Road,52.5,13.4,51.99358443983279,13.557123666297636,254.7,15.81,11.6,1.65,35747.15,12.0,-0.4,1,Damaged carton,
SH00078,2024-01-21,D,S11,C1,Grocery,0,West,Road,52.5,13.4,50.132824384460775,10.887111849756732,460.0,21.25,15.2,1.74,48497.34,16.0,-0.8,1,,
SH00079,2024-02-04,B,S05,C1,Clothing,0,West,Road,50.1,8.7,49.86526280703252,8.971280021792982,399.7,7.56,15.1,,42920.93,16.0,-0.9,1,Damaged carton,
SH00080,2024-04-14,C,S05,C1,Electronics,0,West,Road,48.8,9.2,49.86526280703252,8.971280021792982,358.7,16.93,11.6,1.71,82731.35,16.0,-4.4,1,Partial delivery,
SH00081,2024-04-07,D,S12,C2,Clothing,0,East,Road,52.5,13.4,49.43376410234396,10.287625906893272,341.3,,14.5,1.73,43469.72,16.0,-1.5,1,nan,
SH00082,2024-01-21,D,S05,C3,Grocery,0,West,Air,52.5,13.4,49.86526280703252,8.971280021792982,466.4,19.5,10.3,1.76,52827.84,8.0,2.3,0,,
SH00083,2024-01-07,D,S01,C1,Clothing,0,South,Road,52.5,13.4,49.64835707650561,10.930867849414408,483.5,13.37,8.9,1.61,38484.13,16.0,-7.1,1,Damaged carton,
SH00084,2024-02-04,A,S01,C2,Electronics,1,South,Road,49.4,11.0,49.64835707650561,10.930867849414408,441.4,10.42,12.8,1.74,95641.62,16.0,-3.2,1,nan,
SH00085,2024-04-07,B,S08,C3,Clothing,1,East,Air,50.1,8.7,48.537541083743484,10.718856235379514,352.4,,10.3,1.73,47401.41,8.0,2.3,0,,
SH00086,2024-02-18,A,S12,C1,Grocery,0,East,Road,49.4,11.0,49.43376410234396,10.287625906893272,305.6,16.26,9.0,1.66,43060.47,16.0,-7.0,1,,
SH00087,2024-03-03,B,S08,C4,Frozen,0,East,Rail,50.1,8.7,48.537541083743484,10.718856235379514,371.8,15.08,16.4,1.79,25130.46,16.0,0.4,0,nan,
SH00088,2024-04-14,C,S12,C2,Grocery,0,East,Road,48.8,9.2,49.43376410234396,10.287625906893272,215.2,11.31,10.9,1.73,63788.48,16.0,-5.1,1,Damaged carton,
SH00089,2024-04-14,C,S06,C2,Clothing,0,South,Road,48.8,9.2,49.86829115359377,8.46713512321487,424.2,,16.0,1.67,40748.26,20.0,-4.0,1,Damaged carton,
SH00090,2024-03-10,D,S12,C3,Frozen,0,East,Air,52.5,13.4,49.43376410234396,10.287625906893272,416.0,11.85,8.0,1.7,29301.14,8.0,0.0,1,Partial delivery,
SH00091,2024-03-31,B,S11,C1,Clothing,0,West,Road,50.1,8.7,50.132824384460775,10.887111849756732,391.8,10.68,15.1,1.67,37024.69,16.0,-0.9,1,,
SH00092,2024-05-12,C,S04,C3,Electronics,1,South,Air,48.8,9.2,50.889606407753696,9.083717364576454,385.7,7.71,8.0,1.6,110690.51,12.0,-4.0,1,nan,
SH00093,2024-02-18,B,S02,C2,Electronics,0,South,Road,50.1,8.7,49.723844269050346,11.761514928204013,520.2,7.83,10.8,1.7,94443.97,16.0,-5.2,1,,
SH00094,2024-04-28,C,S02,C4,Frozen,1,South,Rail,48.8,9.2,49.723844269050346,11.761514928204013,400.6,13.49,22.9,1.67,43231.1,20.0,2.9,0,,
SH00095,2024-05-19,A,S09,C1,Grocery,0,North,Road,49.4,11.0,51.99358443983279,13.557123666297636,175.3,15.01,17.6,1.75,56911.92,12.0,5.6,0,,
SH00096,2024-01-28,C,S05,C2,Electronics,0,West,Road,48.8,9.2,49.86526280703252,8.971280021792982,291.5,11.08,12.3,1.77,72961.65,16.0,-3.7,1,,
SH00097,2024-02-04,A,S04,C3,Clothing,0,South,Air,49.4,11.0,50.889606407753696,9.083717364576454,444.0,,13.6,1.72,39975.22,8.0,5.6,0,nan,
SH00098,2024-02-18,C,S10,C1,Clothing,0,South,Road,48.8,9.2,48.94598796223939,10.293848149332355,425.5,11.3,11.6,1.69,36559.73,20.0,-8.4,1,Driver delay,
SH00099,2024-03-31,D,S01,C2,Grocery,0,South,Road,52.5,13.4,49.64835707650561,10.930867849414408,491.9,20.61,11.8,1.72,50802.74,16.0,-4.2,1,nan,
SH00100,2024-04-14,A,S07,C3,Clothing,1,West,Air,49.4,11.0,49.52098113578302,10.0433598776711,318.1,10.21,12.4,1.68,61926.21,8.0,4.4,0,Damaged carton,
SH00101,2024-03-17,C,S03,C4,Clothing,0,North,Rail,48.8,9.2,48.68292331263833,9.08293152152541,149.2,6.68,13.9,1.79,42636.42,12.0,1.9,0,Driver delay,
SH00102,2024-01-28,D,S06,C2,Grocery,1,South,Road,52.5,13.4,49.86829115359377,8.46713512321487,501.4,16.43,20.5,1.75,80860.47,16.0,4.5,0,Damaged carton,
SH00103,2024-03-31,A,S05,C3,Frozen,1,West,Air,49.4,11.0,49.86526280703252,8.971280021792982,351.1,11.52,8.5,1.7,37312.14,8.0,0.5,0,nan,
SH00104,2024-02-18,D,S05,C4,Grocery,0,West,Rail,52.5,13.4,49.86526280703252,8.971280021792982,440.8,14.44,12.0,1.68,43947.79,20.0,-8.0,1,Driver delay,
SH00105,2024-05-12,B,S11,C4,Grocery,1,West,Rail,50.1,8.7,50.132824384460775,10.887111849756732,396.7,18.78,15.8,1.58,69993.25,20.0,-4.2,0,,
SH00106,2024-01-14,B,S05,C1,Grocery,1,West,Road,50.1,8.7,49.86526280703252,8.971280021792982,396.8,15.12,17.0,1.72,66158.87,16.0,1.0,0,,
SH00107,2024-03-10,A,S01,C3,Grocery,0,South,Air,49.4,11.0,49.64835707650561,10.930867849414408,500.1,23.87,8.0,1.68,-1.0,8.0,0.0,1,,
SH00108,2024-03-31,C,S01,C2,Frozen,0,South,Road,48.8,9.2,49.64835707650561,10.930867849414408,432.7,14.85,13.7,1.67,30779.49,20.0,-6.3,1,Partial delivery,
SH00109,2024-02-11,A,S03,C4,Grocery,1,North,Rail,49.4,11.0,48.68292331263833,9.08293152152541,223.5,24.01,13.5,1.73,-1.0,16.0,-2.5,0,nan,
SH00110,2024-03-24,D,S12,C2,Electronics,0,East,Road,52.5,13.4,49.43376410234396,10.287625906893272,367.6,12.29,9.4,1.75,82348.83,16.0,-6.6,1,,
SH00111,2024-03-24,C,S10,C1,Grocery,0,South,Road,48.8,9.2,48.94598796223939,10.293848149332355,448.3,14.89,16.3,1.71,57300.28,20.0,-3.7,1,,
SH00112,2024-05-19,B,S04,C3,Electronics,1,South,Air,50.1,8.7,50.889606407753696,9.083717364576454,476.1,,8.0,1.73,120787.28,8.0,0.0,1,,
SH00113,2024-03-17,C,S05,C2,Electronics,0,West,Road,48.8,9.2,49.86526280703252,8.971280021792982,332.3,3.31,11.1,1.76,-1.0,16.0,-4.9,1,Driver delay,
SH00114,2024-02-18,B,S02,C4,Grocery,0,South,Rail,50.1,8.7,49.723844269050346,11.761514928204013,448.9,18.76,20.1,1.71,51732.54,20.0,0.1,0,,
SH00115,2024-01-07,C,S08,C4,Grocery,0,East,Rail,48.8,9.2,48.537541083743484,10.718856235379514,275.0,15.26,16.5,1.58,61078.33,16.0,0.5,0,,
SH00116,2024-01-07,C,S11,C3,Frozen,0,West,Air,48.8,9.2,50.132824384460775,10.887111849756732,290.7,10.55,8.0,1.64,27894.49,12.0,-4.0,1,,
SH00117,2024-05-19,C,S11,C1,Grocery,0,West,Road,48.8,9.2,50.132824384460775,10.887111849756732,348.1,24.09,13.3,1.76,45129.15,16.0,-2.7,1,Partial delivery,
SH00118,2024-03-31,D,S02,C3,Electronics,1,South,Air,52.5,13.4,49.723844269050346,11.761514928204013,556.3,14.12,8.0,1.65,116392.69,8.0,0.0,1,Damaged carton,
SH00119,2024-03-03,D,S09,C1,Grocery,0,North,Road,52.5,13.4,51.99358443983279,13.557123666297636,266.0,22.01,8.0,1.76,54642.19,12.0,-4.0,1,Driver delay,
SH00120,2024-01-21,A,S02,C1,Clothing,0,South,Road,49.4,11.0,49.723844269050346,11.761514928204013,511.5,11.13,8.5,1.76,34978.14,20.0,-11.5,1,,
SH00121,2024-02-18,A,S09,C4,Grocery,0,North,Rail,49.4,11.0,51.99358443983279,13.557123666297636,191.4,13.06,8.8,1.66,39504.05,12.0,-3.2,1,Damaged carton,
SH00122,2024-02-11,B,S07,C1,Electronics,0,West,Road,50.1,8.7,49.52098113578302,10.0433598776711,341.6,8.4,8.7,1.8,82538.67,16.0,-7.3,1,,
SH00123,2024-02-25,D,S08,C2,Grocery,0,East,Road,52.5,13.4,48.537541083743484,10.718856235379514,356.6,16.64,11.9,1.68,46860.52,16.0,-4.1,1,,
SH00124,2024-03-03,B,S11,C4,Frozen,1,West,Rail,50.1,8.7,50.132824384460775,10.887111849756732,358.7,8.16,15.7,,29148.15,16.0,-0.3,1,Damaged carton,
SH00125,2024-02-04,A,S02,C2,Grocery,1,South,Road,49.4,11.0,49.723844269050346,11.761514928204013,461.4,15.77,11.2,1.73,58299.78,16.0,-4.8,1,,
SH00126,2024-01-07,B,S07,C1,Clothing,0,West,Road,50.1,8.7,49.52098113578302,10.0433598776711,352.9,5.82,12.9,1.62,43615.66,16.0,-3.1,1,Partial delivery,
SH00127,2024-05-12,A,S12,C4,Electronics,0,East,Rail,49.4,11.0,49.43376410234396,10.287625906893272,283.8,10.5,9.3,1.61,78183.07,16.0,-6.7,1,,
SH00128,2024-03-10,D,S06,C1,Grocery,1,South,Road,52.5,13.4,49.86829115359377,8.46713512321487,539.4,28.13,14.3,1.69,80269.51,20.0,-5.7,1,,
SH00129,2024-03-24,C,S04,C3,Clothing,1,South,Air,48.8,9.2,50.889606407753696,9.083717364576454,424.2,,8.0,1.74,35719.55,12.0,-4.0,1,nan,
SH00130,2024-04-14,D,S07,C4,Grocery,0,West,Rail,52.5,13.4,49.52098113578302,10.0433598776711,429.6,18.51,18.7,1.69,60034.94,20.0,-1.3,1,Partial delivery,
SH00131,2024-03-03,B,S04,C4,Frozen,0,South,Rail,50.1,8.7,50.889606407753696,9.083717364576454,493.8,14.0,17.8,,28452.43,20.0,-2.2,1,Driver delay,
SH00132,2024-05-19,B,S02,C3,Frozen,0,South,Air,50.1,8.7,49.723844269050346,11.761514928204013,478.9,17.95,8.0,1.74,27802.1,8.0,0.0,1,nan,
SH00133,2024-04-28,D,S10,C2,Frozen,1,South,Road,52.5,13.4,48.94598796223939,10.293848149332355,481.9,10.7,11.3,1.72,29925.52,16.0,-4.7,1,Damaged carton,
SH00134,2024-04-28,D,S12,C1,Grocery,0,East,Road,52.5,13.4,49.43376410234396,10.287625906893272,368.1,25.58,10.4,1.73,53488.11,16.0,-5.6,1,Driver delay,
SH00135,2024-05-19,A,S07,C4,Clothing,0,West,Rail,49.4,11.0,49.52098113578302,10.0433598776711,364.1,7.5,22.4,1.75,29039.43,20.0,2.4,0,Damaged carton,
SH00136,2024-03-24,B,S08,C4,Electronics,0,East,Rail,50.1,8.7,48.537541083743484,10.718856235379514,335.9,8.42,11.4,1.72,-1.0,16.0,-4.6,0,,
SH00137,2024-02-18,B,S02,C2,Frozen,1,South,Road,50.1,8.7,49.723844269050346,11.761514928204013,501.7,18.88,16.0,1.69,30146.82,16.0,0.0,1,,
SH00138,2024-01-14,D,S05,C1,Electronics,0,West,Road,52.5,13.4,49.86526280703252,8.971280021792982,412.4,6.44,12.0,1.68,63731.53,16.0,-4.0,1,Damaged carton,
SH00139,2024-01-21,C,S01,C1,Clothing,0,South,Road,48.8,9.2,49.64835707650561,10.930867849414408,449.8,10.88,17.0,,32852.71,20.0,-3.0,1,,
SH00140,2024-04-28,B,S07,C1,Electronics,0,West,Road,50.1,8.7,49.52098113578302,10.0433598776711,313.3,15.62,14.0,1.72,71408.6,12.0,2.0,0,,
SH00141,2024-02-04,C,S08,C3,Electronics,0,East,Air,48.8,9.2,48.537541083743484,10.718856235379514,274.2,,8.0,1.74,91304.91,12.0,-4.0,1,,
SH00142,2024-04-28,D,S06,C2,Grocery,0,South,Road,52.5,13.4,49.86829115359377,8.46713512321487,570.5,26.21,18.2,1.71,61279.67,20.0,-1.8,1,,
SH00143,2024-04-28,D,S05,C4,Clothing,1,West,Rail,52.5,13.4,49.86526280703252,8.971280021792982,474.9,10.58,27.9,1.73,47221.77,20.0,7.9,0,,
SH00144,2024-04-28,A,S06,C3,Electronics,1,South,Air,49.4,11.0,49.86829115359377,8.46713512321487,443.0,12.63,9.0,1.7,103273.62,8.0,1.0,0,,
SH00145,2024-01-14,B,S02,C1,Electronics,1,South,Road,50.1,8.7,49.723844269050346,11.761514928204013,450.2,15.46,19.6,1.69,111642.71,16.0,3.6,0,,
SH00146,2024-01-14,C,S01,C3,Clothing,1,South,Air,48.8,9.2,49.64835707650561,10.930867849414408,461.0,14.52,9.7,1.71,49431.36,12.0,-2.3,1,,
SH00147,2024-02-04,A,S07,C2,Electronics,0,West,Road,49.4,11.0,49.52098113578302,10.0433598776711,348.4,11.05,8.6,1.74,85409.09,16.0,-7.4,1,Partial delivery,
