Order_ID,Date,Week_Num,SKU,Zone,Order_Time,Pick_Start,Pick_End,Ship_Time,Picks,Workers_On_Shift,Shift_Hours,Demand,Receipt_Qty,On_Hand_Inventory,Backorder_Qty,Is_Promo,Price,On_Order_Qty,Lead_Time_Days
WO000033,2024-01-03,1,SKU-INV-001,A,2024-01-03 10:15:50.274121852,2024-01-03 10:35:16.026996897,2024-01-03 10:39:11.407792678,2024-01-03 11:17:54.924069203,20,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000034,2024-01-03,1,SKU-INV-001,B,2024-01-03 12:24:25.962817669,2024-01-03 12:27:54.608167142,2024-01-03 12:31:41.787305983,2024-01-03 13:05:53.147975682,10,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000035,2024-01-03,1,SKU-INV-001,C,2024-01-03 11:45:10.615638373,2024-01-03 12:02:47.200417597,2024-01-03 12:06:45.130525691,2024-01-03 12:43:24.854960013,10,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000036,2024-01-03,1,SKU-INV-001,A,2024-01-03 13:38:37.481975284,2024-01-03 13:48:56.357435524,2024-01-03 13:53:29.638229582,2024-01-03 14:19:13.176753550,20,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000037,2024-01-03,1,SKU-INV-001,B,2024-01-03 10:10:12.439391886,2024-01-03 10:28:38.195452228,2024-01-03 10:32:25.146654137,2024-01-03 10:51:47.423685010,20,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000038,2024-01-03,1,SKU-INV-001,B,2024-01-03 12:25:52.937856792,2024-01-03 12:44:57.958839075,2024-01-03 12:49:02.542038711,2024-01-03 13:07:30.285605009,10,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000039,2024-01-03,1,SKU-INV-001,A,2024-01-03 08:21:30.839212748,2024-01-03 08:39:47.907746918,2024-01-03 08:42:30.750030971,2024-01-03 09:12:57.536922835,10,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000040,2024-01-03,1,SKU-INV-001,A,2024-01-03 11:03:12.122413981,2024-01-03 11:13:40.697741901,2024-01-03 11:17:43.349179218,2024-01-03 11:56:19.000284359,10,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000041,2024-01-03,1,SKU-INV-001,B,2024-01-03 13:35:30.503331388,2024-01-03 13:40:55.790307685,2024-01-03 13:43:56.696974493,2024-01-03 14:10:55.080777116,10,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000042,2024-01-03,1,SKU-INV-001,B,2024-01-03 11:16:18.565722103,2024-01-03 11:32:19.756835877,2024-01-03 11:34:52.726076770,2024-01-03 11:55:19.141559437,20,10,8.17,21.0,0.0,324.0,0.0,,,0.0,2.0
WO000043,2024-01-04,1,SKU-INV-001,B,2024-01-04 12:42:40.131270400,2024-01-04 12:59:29.850848678,2024-01-04 13:02:29.108464010,2024-01-04 13:26:03.960126095,20,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000044,2024-01-04,1,SKU-INV-001,A,2024-01-04 13:10:31.787177851,2024-01-04 13:32:54.202889870,2024-01-04 13:37:24.944040208,2024-01-04 14:01:14.228051716,30,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000045,2024-01-04,1,SKU-INV-001,B,2024-01-04 08:00:00.000000000,2024-01-04 08:09:26.888068466,2024-01-04 08:11:56.888068466,2024-01-04 08:52:29.528890687,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000046,2024-01-04,1,SKU-INV-001,A,2024-01-04 09:23:48.338009760,2024-01-04 09:40:12.646690779,2024-01-04 09:43:38.289402639,2024-01-04 10:27:24.189811824,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000047,2024-01-04,1,SKU-INV-001,A,2024-01-04 14:49:12.070833767,2024-01-04 15:08:07.975682619,2024-01-04 15:14:03.446837402,2024-01-04 15:55:05.238403458,20,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000048,2024-01-04,1,SKU-INV-001,A,2024-01-04 11:05:38.121980642,2024-01-04 11:28:14.342099061,2024-01-04 11:30:44.342099061,2024-01-04 12:11:38.952630906,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000049,2024-01-04,1,SKU-INV-001,A,2024-01-04 09:18:55.499583140,2024-01-04 09:46:16.413893398,2024-01-04 09:48:46.413893398,2024-01-04 10:18:18.404773682,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000050,2024-01-04,1,SKU-INV-001,A,2024-01-04 09:16:08.544483973,2024-01-04 09:30:09.012173181,2024-01-04 09:33:19.769241451,2024-01-04 10:12:22.958997211,20,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000051,2024-01-04,1,SKU-INV-001,A,2024-01-04 08:00:00.000000000,2024-01-04 08:22:43.950958855,2024-01-04 08:26:31.154321236,2024-01-04 08:33:39.393743015,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000052,2024-01-04,1,SKU-INV-001,B,2024-01-04 13:30:27.429755958,2024-01-04 13:41:53.588724760,2024-01-04 13:44:29.846413471,2024-01-04 14:10:24.721869938,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000053,2024-01-04,1,SKU-INV-001,B,2024-01-04 08:48:11.070636259,2024-01-04 09:08:51.353900483,2024-01-04 09:14:57.886875477,2024-01-04 09:42:23.331525437,20,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000054,2024-01-04,1,SKU-INV-001,A,2024-01-04 12:25:28.828648226,2024-01-04 12:42:35.101281115,2024-01-04 12:49:00.213146968,2024-01-04 13:09:17.989775818,30,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000055,2024-01-04,1,SKU-INV-001,A,2024-01-04 12:18:40.232030435,2024-01-04 12:38:22.090716647,2024-01-04 12:40:52.090716647,2024-01-04 13:16:26.401115231,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000056,2024-01-04,1,SKU-INV-001,A,2024-01-04 11:26:24.706667859,2024-01-04 11:31:54.859260389,2024-01-04 11:34:54.863566807,2024-01-04 11:48:52.340753375,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000057,2024-01-04,1,SKU-INV-001,A,2024-01-04 11:17:28.849791171,2024-01-04 11:33:35.371393682,2024-01-04 11:36:36.921014728,2024-01-04 12:06:25.347261568,10,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000058,2024-01-04,1,SKU-INV-001,A,2024-01-04 13:49:08.969660583,2024-01-04 14:10:11.198384298,2024-01-04 14:17:57.651510070,2024-01-04 15:09:00.114932343,30,10,7.89,25.0,0.0,299.0,0.0,,,0.0,6.0
WO000059,2024-01-05,1,SKU-INV-001,A,2024-01-05 13:21:32.003790829,2024-01-05 13:45:53.496534186,2024-01-05 13:48:23.496534186,2024-01-05 14:21:34.542821130,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000060,2024-01-05,1,SKU-INV-001,B,2024-01-05 08:00:00.000000000,2024-01-05 08:13:35.074173440,2024-01-05 08:16:05.074173440,2024-01-05 08:45:09.902194056,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000061,2024-01-05,1,SKU-INV-001,A,2024-01-05 10:20:13.597799870,2024-01-05 10:35:28.344506126,2024-01-05 10:38:13.272205925,2024-01-05 11:10:53.668899886,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000062,2024-01-05,1,SKU-INV-001,A,2024-01-05 13:24:41.773803521,2024-01-05 13:35:21.932364281,2024-01-05 13:37:51.932364281,2024-01-05 13:59:50.198845194,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000063,2024-01-05,1,SKU-INV-001,A,2024-01-05 12:11:45.902573626,2024-01-05 12:23:09.814641557,2024-01-05 12:25:39.814641557,2024-01-05 12:44:35.980125462,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000064,2024-01-05,1,SKU-INV-001,B,2024-01-05 08:14:22.196692382,2024-01-05 08:30:19.332540256,2024-01-05 08:34:52.063622793,2024-01-05 09:00:33.503797552,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000065,2024-01-05,1,SKU-INV-001,B,2024-01-05 08:00:00.000000000,2024-01-05 08:18:08.147238016,2024-01-05 08:21:24.814845487,2024-01-05 08:41:06.181241823,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000066,2024-01-05,1,SKU-INV-001,A,2024-01-05 10:58:57.552244558,2024-01-05 11:10:49.471151423,2024-01-05 11:13:24.009547132,2024-01-05 11:49:58.184441137,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000067,2024-01-05,1,SKU-INV-001,C,2024-01-05 11:22:17.474222727,2024-01-05 11:32:31.187778805,2024-01-05 11:35:43.209758230,2024-01-05 11:58:57.435887316,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000068,2024-01-05,1,SKU-INV-001,B,2024-01-05 12:54:01.887800975,2024-01-05 13:10:17.028082924,2024-01-05 13:13:52.453527907,2024-01-05 13:48:09.743121164,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000069,2024-01-05,1,SKU-INV-001,A,2024-01-05 11:33:54.387223272,2024-01-05 11:50:09.675491296,2024-01-05 11:53:51.286075067,2024-01-05 12:32:41.685069574,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000070,2024-01-05,1,SKU-INV-001,A,2024-01-05 15:24:02.043643357,2024-01-05 15:34:04.546960337,2024-01-05 15:37:21.411864779,2024-01-05 16:09:45.568887298,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000071,2024-01-05,1,SKU-INV-001,A,2024-01-05 13:39:32.607373933,2024-01-05 13:46:57.140586955,2024-01-05 13:50:12.698261964,2024-01-05 14:02:48.944537665,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000072,2024-01-05,1,SKU-INV-001,A,2024-01-05 08:40:56.646194635,2024-01-05 08:53:16.192769496,2024-01-05 08:58:05.777492426,2024-01-05 09:21:12.475658283,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000073,2024-01-05,1,SKU-INV-001,C,2024-01-05 11:18:23.600545094,2024-01-05 11:40:49.054237557,2024-01-05 11:43:19.054237557,2024-01-05 12:25:56.503268678,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000074,2024-01-05,1,SKU-INV-001,A,2024-01-05 08:30:40.849105931,2024-01-05 08:47:26.312690566,2024-01-05 08:51:10.360359493,2024-01-05 09:43:31.232613269,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000075,2024-01-05,1,SKU-INV-001,A,2024-01-05 09:30:31.764928333,2024-01-05 09:45:16.201462139,2024-01-05 09:47:46.201462139,2024-01-05 10:21:37.540343500,12,9,8.04,15.0,44.0,328.0,0.0,,,0.0,6.0
WO000076,2024-01-06,1,SKU-INV-001,A,2024-01-06 13:21:42.714675253,2024-01-06 13:31:55.417589489,2024-01-06 13:36:06.454257997,2024-01-06 14:14:39.309941636,18,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000077,2024-01-06,1,SKU-INV-001,C,2024-01-06 13:55:33.552942396,2024-01-06 13:58:05.091550283,2024-01-06 14:02:03.738197769,2024-01-06 14:26:47.078800310,18,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000078,2024-01-06,1,SKU-INV-001,A,2024-01-06 09:00:12.249783330,2024-01-06 09:12:48.195683733,2024-01-06 09:17:51.026387150,2024-01-06 09:41:34.018892715,18,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000079,2024-01-06,1,SKU-INV-001,A,2024-01-06 08:00:00.000000000,2024-01-06 08:16:47.165372734,2024-01-06 08:19:17.165372734,2024-01-06 08:53:29.752326007,18,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000080,2024-01-06,1,SKU-INV-001,A,2024-01-06 09:42:22.726259407,2024-01-06 09:59:41.546250771,2024-01-06 10:03:36.281723321,2024-01-06 10:37:55.176443708,18,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000081,2024-01-06,1,SKU-INV-001,A,2024-01-06 08:00:00.000000000,2024-01-06 08:27:45.988502332,2024-01-06 08:30:53.510812208,2024-01-06 08:36:53.510812208,9,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000082,2024-01-06,1,SKU-INV-001,A,2024-01-06 08:00:00.000000000,2024-01-06 08:28:20.269882608,2024-01-06 08:33:26.902414905,2024-01-06 09:09:22.580018782,9,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000083,2024-01-06,1,SKU-INV-001,B,2024-01-06 08:48:34.131347125,2024-01-06 09:10:18.784357712,2024-01-06 09:12:48.784357712,2024-01-06 09:50:37.981591224,9,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000084,2024-01-06,1,SKU-INV-001,A,2024-01-06 08:00:00.000000000,2024-01-06 08:11:46.819174021,2024-01-06 08:16:12.806647561,2024-01-06 08:39:47.249899529,18,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000085,2024-01-06,1,SKU-INV-001,A,2024-01-06 08:41:17.050955900,2024-01-06 09:07:02.426167172,2024-01-06 09:09:32.426167172,2024-01-06 09:42:18.003631181,9,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000086,2024-01-06,1,SKU-INV-001,A,2024-01-06 13:06:00.947929532,2024-01-06 13:31:23.478061668,2024-01-06 13:35:03.487056014,2024-01-06 14:00:56.962714680,9,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000087,2024-01-06,1,SKU-INV-001,A,2024-01-06 12:33:16.894550285,2024-01-06 12:52:51.482743453,2024-01-06 12:55:21.482743453,2024-01-06 13:23:38.234418067,9,7,8.16,17.0,0.0,311.0,0.0,,,0.0,7.0
WO000088,2024-01-07,1,SKU-INV-001,A,2024-01-07 11:20:20.459685640,2024-01-07 11:25:07.869925910,2024-01-07 11:28:23.149127732,2024-01-07 11:48:47.221789738,16,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000089,2024-01-07,1,SKU-INV-001,A,2024-01-07 10:08:12.981574515,2024-01-07 10:24:15.266080991,2024-01-07 10:30:14.206222409,2024-01-07 11:21:41.450418302,24,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000090,2024-01-07,1,SKU-INV-001,A,2024-01-07 15:53:28.030047732,2024-01-07 16:08:25.127568508,2024-01-07 16:10:55.127568508,2024-01-07 16:31:38.812396966,16,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000091,2024-01-07,1,SKU-INV-001,B,2024-01-07 10:05:42.367228450,2024-01-07 10:12:57.131354818,2024-01-07 10:16:13.132661176,2024-01-07 11:01:34.329185439,16,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000092,2024-01-07,1,SKU-INV-001,A,2024-01-07 11:51:41.403966637,2024-01-07 12:18:41.526160714,2024-01-07 12:21:11.526160714,2024-01-07 12:54:22.770543198,8,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000093,2024-01-07,1,SKU-INV-001,B,2024-01-07 10:56:21.199547684,2024-01-07 11:08:17.390278431,2024-01-07 11:11:22.247579621,2024-01-07 11:50:35.514648566,8,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000094,2024-01-07,1,SKU-INV-001,B,2024-01-07 11:38:29.262844754,2024-01-07 11:59:28.999582245,2024-01-07 12:02:24.824418744,2024-01-07 12:08:24.824418744,16,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000095,2024-01-07,1,SKU-INV-001,A,2024-01-07 16:07:02.674778728,2024-01-07 16:25:54.410314849,2024-01-07 16:29:31.927753374,2024-01-07 16:58:02.408570347,16,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000096,2024-01-07,1,SKU-INV-001,A,2024-01-07 08:05:28.809308964,2024-01-07 08:21:57.983832796,2024-01-07 08:25:38.567651142,2024-01-07 08:44:26.103815859,8,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000097,2024-01-07,1,SKU-INV-001,C,2024-01-07 13:03:37.647758666,2024-01-07 13:29:40.180802437,2024-01-07 13:34:09.974122698,2024-01-07 14:04:11.343200502,24,4,7.92,19.0,0.0,292.0,0.0,,,0.0,4.0
WO000098,2024-01-08,2,SKU-INV-001,B,2024-01-08 08:00:00.000000000,2024-01-08 08:17:48.904656335,2024-01-08 08:21:32.105627349,2024-01-08 08:48:41.545003578,14,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000099,2024-01-08,2,SKU-INV-001,C,2024-01-08 13:52:10.895267655,2024-01-08 14:15:39.884200638,2024-01-08 14:18:11.425120741,2024-01-08 14:50:51.985536039,14,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000100,2024-01-08,2,SKU-INV-001,B,2024-01-08 10:47:18.935991205,2024-01-08 11:09:46.243685782,2024-01-08 11:14:00.100425806,2024-01-08 11:37:55.999917664,27,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000101,2024-01-08,2,SKU-INV-001,A,2024-01-08 12:17:51.009138019,2024-01-08 12:43:32.925711173,2024-01-08 12:49:01.106843225,2024-01-08 13:15:00.352153898,27,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000102,2024-01-08,2,SKU-INV-001,B,2024-01-08 13:22:50.656190973,2024-01-08 13:47:38.950130137,2024-01-08 13:50:08.950130137,2024-01-08 14:23:53.439227727,14,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000103,2024-01-08,2,SKU-INV-001,C,2024-01-08 09:38:33.309313964,2024-01-08 10:02:05.622006794,2024-01-08 10:05:40.761293888,2024-01-08 10:34:22.257015545,14,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000104,2024-01-08,2,SKU-INV-001,A,2024-01-08 11:25:09.881324112,2024-01-08 11:35:51.951985421,2024-01-08 11:39:53.200021699,2024-01-08 11:59:33.383467295,14,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000105,2024-01-08,2,SKU-INV-001,B,2024-01-08 09:57:36.044753179,2024-01-08 10:12:39.682268189,2024-01-08 10:16:40.163879207,2024-01-08 10:41:28.893903536,14,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000106,2024-01-08,2,SKU-INV-001,B,2024-01-08 09:34:55.323455101,2024-01-08 09:52:48.467259798,2024-01-08 09:57:01.234047494,2024-01-08 10:23:55.984466515,27,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000107,2024-01-08,2,SKU-INV-001,A,2024-01-08 10:01:40.133943225,2024-01-08 10:21:08.652944049,2024-01-08 10:24:47.319719234,2024-01-08 10:45:17.416262784,14,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
WO000108,2024-01-08,2,SKU-INV-001,C,2024-01-08 08:34:36.854064969,2024-01-08 08:56:13.253589879,2024-01-08 08:59:40.803838628,2024-01-08 09:25:13.972133031,27,10,8.11,21.0,89.0,360.0,0.0,,,0.0,6.0
